id	name	lyric	region	topic
83	打硪歌	我出身，本是在，高山之上；我姓石，叫磙子，来到稻场。多亏了，石匠们，将我凿上；一头大，一头小，又圆又光。农友们，收割时，把我用上；架磙盘，用牛拖，帮忙打粮。忙完了，季节活，将我闲放；反说我，不如磨，愚蠢非常。昨夜里，睡土台，耳听人讲；说政府，搞建设，修筑堤防。又说是，片硪轻，难保质量；赶不上，我石磙，身壮力强。次日里，硪工们，扎上轿杠；十二人，抬起我，像抬新娘。抬到了，工地上，开口就唱；他一唱，我一蹦，不慌不忙。论深度，打到了，八寸以上；把堤坝，筑成了，铁壁铜墙。哪怕它，洪水大，能够抵挡；修好堤，保丰收，增收棉粮。我翻身，搞建设，出了力量；感谢了，共产党，办法周详。	湖北	号子
84	洪湖水浪打浪	洪湖水呀浪呀嘛浪打浪啊，洪湖岸边是呀嘛是家乡啊，清早船儿去呀去撒网，晚上回来鱼满舱。四处野鸭和菱藕啊，秋收满畈稻谷香，人人都说天堂美，怎比我洪湖鱼米乡。洪湖水呀长呀嘛长又长啊，太阳一出闪呀么闪金光啊，共产党的恩情比那东海深，渔民的光景一年更比一年强。	湖北	小调
85	小女婿	鸦雀子（喜鹊）加（叫）几加啊，老哇（乌鸦）哇（叫）几哇啊，人嘎（人家）的女婿多么子大，我的妈妈子舍，我的女婿一的嘎（很小的意思）也。说他一的嘎呀啊，他人小鬼又大啊，我要与那旁人学闲话，我的妈妈子舍，他横睛鼓眼煞也。站在那踏板（旧时卧房床前放鞋的木板）上啊，他冒（没）得两尺长啊，我要把他拖出克喂豺狼，我的妈妈舍，他黑（吓）得呛（象）鬼汪（喊叫）也。睡到那鸡子叫啊，他扯起一趴（泡）尿啊，把我的花卧单涡湿达，我的妈妈子舍，真是个急着宝也。我越想越有气啊，妈妈与我拿主意啊，坚决与他打脱离（离婚），我的妈妈子舍，不要这小女婿哎。	湖北	小调
86	太阳出来喜洋洋	太阳出来 罗儿 喜洋洋欧 啷罗 挑起扁担 啷啷扯匡扯 上山岗 欧啷罗 手里拿把罗儿 开山斧欧啷罗 不怕虎豹啷啷扯匡扯 和豺狼欧啷罗 悬岩陡坎 罗儿 不稀罕欧啷罗 唱起歌儿 啷啷扯匡扯 忙砍材欧啷罗 走了一山罗儿 又一山欧啷罗 这山去了 啷啷扯匡扯 那山来欧啷罗 只要我们罗儿 多勤快欧啷罗 不愁吃来 啷啷扯匡扯 不愁穿欧啷罗	川渝	山歌
87	跑马溜溜的山上	跑马溜溜的山上，一朵溜溜的云哟， 端端溜溜的照在，康定溜溜的城哟， 月亮弯弯，康定溜溜的城哟。 李家溜溜的大姐，人才溜溜的好哟， 张家溜溜的大哥，看上溜溜的她哟， 月亮弯弯，看上溜溜的她哟。 一来溜溜的看上，人才溜溜的好哟， 二是溜溜的看上，会当溜溜的家哟， 月亮弯弯 。 世间溜溜的女子，任我溜溜的爱哟， 世间溜溜的男子，任你溜溜的求哟， 月亮弯弯，任你溜溜的求哟。	川渝	山歌
88	采花	正月里采花无有花采 二月间采花 花哟正开 二月间采花 花哟正开 三月里桃花红哟似海 四月间葡萄架哟上开 四月间葡萄架哟上开 五月里石榴肩哟对肩 六月间芍药赛哟牡丹 六月间芍药赛哟牡丹 七月里谷米造哟成酒 八月间闻着桂哟花香 八月间闻着桂哟花香 九月里菊花怀里哟揣 十月间松柏人人哟爱 十月间松柏人人哟爱 冬月里腊月无哟花采 霜打的梅花遍哟自开 霜打的梅花遍哟自开	川渝	小调
89	黄杨扁担	黄杨扁担呀么软溜溜呀那么（姐哥呀哈里耶）挑一挑白米下柳州呀姐呀姐呀下柳州呀那么哥呀哈里耶姐呀姐呀下柳州呀那么哥呀哈里耶人说柳州的姑娘好呀那么姐哥呀哈里耶柳州的姑娘会梳头呀姐呀姐呀会梳头呀那么哥呀哈里耶姐呀姐呀会梳头呀那么哥呀哈里耶大姐梳一个盘龙髻呀那么姐哥呀哈里耶二姐梳一个插花柳呀姐呀姐呀插花柳呀那么哥呀哈里耶姐呀姐呀插花柳呀那么哥呀哈里耶只有三姐呀么梳的俏呀那么姐哥呀哈里耶梳一个狮子滚绣球姐呀姐呀滚绣球呀那么哥呀哈里耶姐呀姐呀滚绣球呀那么哥呀哈里耶哥呀哈里耶	川渝	小调
90	槐花几时开	高高山上（哟）一树（喔）槐（哟喂）手把栏杆（噻）望郎来（哟喂）娘问女儿啊，你望啥子（哟喂）（哎）我望槐花（噻）几时开（哟喂）	川渝	山歌
91	晾衣裳	(男)清早起来嘛哥呃，去上梁嘛妹儿呀，摘片树叶玩耍，叫叫吹响响，花花扇儿摇。(清早起来嘛哥呃，去上梁嘛妹儿呀，摘片树叶玩耍，叫叫吹响响，花花扇儿摇。)(女)情妹儿听见嘛哥呃，树叶儿响嘛妹儿呀，假装出来玩耍，叫叫晾衣裳，花花扇儿摇。(清早起来嘛哥呃，去上梁嘛妹儿呀，摘片树叶玩耍，叫叫吹响响，花花扇儿摇。)(男)衣裳晾在嘛哥呃，竹竿上嘛妹儿呀，眼泪汪汪玩耍，叫叫进绣房，花花扇儿摇。(情妹儿听见嘛哥呃，树叶儿响嘛妹儿呀，假装出来玩耍，叫叫晾衣裳，花花扇儿摇。)(女)娘问女儿嘛哥呃，哭啥子嘛妹儿呀，没得粉子玩耍，叫叫浆衣裳，花花扇儿摇。(情妹儿听见嘛哥呃，树叶儿响嘛妹儿呀，假装出来玩耍，叫叫晾衣裳，花花扇儿摇。)(合)娘问女儿嘛哥呃，哭啥子嘛妹儿呀，没得粉子玩耍，叫叫浆衣裳，花花扇儿摇，花花扇儿摇，花花扇儿摇。	川渝	小调
92	小河淌水	啊~~~月亮出来亮汪汪亮汪汪想起我的阿哥在深山清风吹上坡吹上坡哥啊哥啊哥啊你可听见阿妹叫阿哥月亮出来照半坡照半坡望见月亮想起我的哥一阵清风吹上坡吹上坡哥啊哥啊哥啊你可听见阿妹叫阿哥啊~~~月亮出来亮汪汪亮汪汪想起我的阿哥在深山一阵清风吹上坡吹上坡哥啊哥啊哥啊你可听见阿妹叫阿哥	云南	山歌
93	猜调	"(童)小乖乖喽喽，小乖乖喽喽，外。 (独)小乖乖唻小乖乖，我们说给你们猜 哟唻哟唻,哟唻唻哟外 什么长长上天？哪样长长海中间? 什么长长外外哟唻，街前卖嘛? 哪样长长你跟前喽。哟唻,哟唻唻哟外外,哟唻唻 猜调 猜调 (童)小乖乖唻，小乖乖唻，喽唻， (齐)小乖乖唻小乖乖，你们说给我们猜: 银河长长上天，莲藕长长海中间, 米线长长,哟唻,哟唻，哟唻唻哟外街前卖嘛, 丝线长长我跟前喽唻。哟哟哟唻唻 (齐)小乖外哟喽唻外。哟喽唻外。 (童)小乖乖唻小乖乖，我们说给你们猜: 什么团团上天？哪样团团海中间? 什么团团街前卖嘛？哪样团团你跟前喽唻? (童)小乖乖，小乖乖，你们猜,团上天? 海中间?街前卖嘛?团团你跟前喽唻? (童)小乖乖唻小乖乖，你们说给我们猜: 月亮团团上天，荷叶团团海中间, 粑粑团团街前卖嘛，镜子团团我跟前。 镜子团，镜子团，镜子团，镜子团， 镜子团，镜子团，镜子团，镜子镜子团， 镜子团，镜子团，镜子团团团，镜子团， 镜子团，镜子团，镜子团团我跟前喽唻。我跟前喽唻。 (童)小乖乖唻小乖乖，我们说给你们猜: 什么弯弯上天？　哪样弯弯海中间? 什么弯弯街前卖嘛? 哪样弯弯你跟前? 扁担弯弯,扁担弯弯，弯弯，弯弯，扁担弯弯， 扁担弯弯，弯弯，弯弯，我跟前喽唻外。 (童)你们说给我们猜：彩虹弯弯上天， 虾子弯弯海中间，芭蕉弯弯街前卖嘛， 扁担弯弯我跟前。弯弯，弯弯，扁担弯弯， 扁担弯弯，弯弯，弯弯，扁担弯弯，扁担弯弯。"	云南	小调
94	弥渡山歌	山对山来崖对崖 蜜蜂采花深山里来 蜜蜂本为采花死 梁山伯为祝英台 耶 咿 哪 山对山来崖对崖 小河隔着过不尼来 哥抬石头妹兜沙 花桥抬起走过尼来 耶 咿 哪 山对山来崖对崖 蜜蜂采花深山里来 蜜蜂本为采花死 梁山伯为祝英台 耶 咿 哪 山对山来崖对崖 小河隔着过不尼来 哥抬石头妹兜沙 花桥抬起走过尼来 耶 咿 哪	云南	山歌
95	远方的客人请你留下来	路旁的花儿正在开哟 树上果儿等人摘 等人摘 路旁的花儿正在开哟 树上果儿等人摘 等人摘 那个塞洛塞 那个唉洛唉 远方的客人请你留下来 远方的客人那请你留下来 唉洛唉洛唉洛唉 塞洛塞洛类里塞 洛里唉洛类 远方的客人请你留下来 远方的客人那请你留下来 唉洛唉洛唉洛唉 丰润的谷穗迎风荡漾 期待人们割下来割下来呀 那个塞洛塞那个唉洛唉 远方的客人请你留下来 远方的客人那请你留下来 唉洛唉洛唉洛唉 塞洛塞洛类里塞洛里唉洛类 远方的客人请你留下来 远方的客人那请你留下来 唉洛唉洛唉洛唉 姑娘们赶着白色的羊群 踏着晚霞她们就要回来要回来 那个塞洛塞那个唉洛唉 远方的客人请你留下来 塞洛塞洛类里塞洛里唉洛类里唉 远方的客人请你留下来 远方的客人那请你留下来 唉洛唉洛唉洛唉 歌唱丰收的时光 歌唱繁荣的祖国 我们要为幸福尽情的歌唱 远方的客人那请你留下来 塞洛塞洛类里塞洛里唉洛类里唉 远方的客人请你留下来 远方的客人那请你留下来 唉洛唉洛唉洛唉 唉洛唉洛唉洛唉 塞洛塞洛类里塞洛里唉洛类里唉 远方的客人请你留下来 远方的客人那请你留下来 唉洛唉洛唉洛唉 歌唱丰收的时光 歌唱繁荣的祖国我们要为幸福尽情的歌唱	云南	小调
96	缅桂花开十里香	女：缅桂花开十里香啊啊，朵朵的鲜花哎情谊是长哎；男：戴花你要长年的戴，莫要把鲜花丢路旁！女：阿哥哎！水上没有哎船难过河啊啊，阿哥的心思我猜不着哎；男：水上没船我们趟水过，只要你一心爱哥哥！合：心上的人亲又亲啊，星星和月亮作媒人，弯刀斧砍拆不散，啊相爱的人儿永远是不分离，相爱的人永远是不分离啊！	云南	小调
97	跳月歌	月亮出来了 月亮出来了 阿舍！阿舍！ 对呀对得好玩了 好是好玩了（阿索舍） 拉起手儿来（阿索索舍） 围成圈儿了（阿索索舍） 跺起脚板了（阿索索舍） 跺得欢畅了（阿索索舍） 哎~~~ 彝家孩子跳月来 跳呀跳得舒心了 彝家孩子跳月来 跳呀跳得舒心了 舒是舒心了（阿索舍） （白）舍舍 舍哩索舍衣索舍！ 舍哩舍 舍哩舍 ····舍啊舍哩舍！ 阿索舍！	云南	小调
98	放马山歌	正月放马喔噜噜的正月正哟，赶起马来登路里程，哟哦，登路里程。大马赶来喔噜噜的山头上哟，小马吃草随后的跟，哟哦，随后的跟。二月放马喔噜噜的百草发哟，小马吃草深山里跑，哟哦，深山里跑。马无野草不哩不会胖哟，草无露水不会里发，不会里发。哟~哦~~	云南	山歌
99	耍山调	年年有那个个那个六月二十三那个约着我七姐八那个姐去刷刷跑马那个山呦跑马山上耍耍山前善后山左山右轱辘团转团转轱辘花红李子桃梨苹果拐枣樱桃树走下山来耍耍赛马大会瞧瞧高马矮马瘦马胖马枣骝花马约着我家七姐八姐可是吃碗凉面凉粉那些豌豆粉嘛坐着火那个车弯弯扭扭扭扭弯弯到了火车站走过金碧路姐姐呦我们抬头望那个见金马碧鸡那个场呦年年还有那个个那个三那个三月三那个约着我那大姐二姐三姐四姐五姐六姐七姐八姐九姐十姐妹嘛坐着小那个船嘛飘咚飘咚飘咚飘咚耍耍我家昆明大西那个山呦西呀山耍耍华亭寺嘛哼哈二将四大金刚五百阿罗汉除了华亭寺耍耍太华寺三清阁爬爬三千三百三十三蹬小石坎嘛滴滴都都尼又下来啦哎呦好耍啰姐姐呦我们可是坐着马那个车吆着赶着吆着赶着转回那个家呀	云南	山歌
100	赶马调	砍柴莫砍喔斗葡萄藤嘛好女不爱闲游浪荡的无用人哪哥昵妹子亲亲有志的男儿像常青树常青树常青树无用人啊他游荡闲一生啊哥哩妹子亲亲耪田莫耪喔斗石岩田嘛好男不爱好吃懒做的大姑娘嘛妹哩哥子亲亲聪明的姑娘样样会样样会样样会懒惰的姑娘一样也不行啊妹哩哥子亲亲聪明的姑娘样样会样样会样样会懒惰的姑娘一样也不行啊妹哩哥子亲亲	云南	山歌
101	马铃儿响来玉鸟儿唱	马铃儿响来哟玉鸟儿唱 我陪（跟）阿诗玛（阿黑哥）回家乡 远远离开热布巴拉家 从此妈妈不忧伤 不忧伤嗨啰嗨啰不忧伤 蜜蜂儿不落哟刺蓬棵 蜜蜂落在哟鲜花上 笛子吹来哟口呀口弦响 我（你）织布来你（我）放羊 你（我）织布来嗨啰嗨啰我（你）放羊 哥哥哟像顶帽子 盖在哟妹妹头上 妹妹哟像朵菌子 生在哟哥哥的大树旁 马铃儿响来哟玉鸟儿唱 我陪阿诗玛回家乡 远远离开热布巴拉家 哎 从此我们不忧伤 不忧伤嗨啰嗨不忧伤啊	云南	小调
102	绣荷包	小小荷包双是双线飘妹呀嘛挂在郎腰妹嘛挂在郎腰小是小荷包小是小吊刀荷包吊刀嘛挂在郎腰小是小情哥(哎)等是等等着不呀等小妹嘛要等哪一个荷包绣给小哥带捎呀信小哥嘛买线来捎信小哥嘛买线来红绿丝线多多买郎要的荷包嘛绣起来哥戴荷包街前走小呀妹随后嘛紧紧跟小妹随后嘛紧紧跟	云南	小调
103	大河涨水沙浪沙	大河那个涨水那个沙呀浪个沙哟一对那个鲤鱼是一对那个虾哟只见那个鲤鱼是来游着水呀不见那个小妹是来采那个花哟大河那个涨水那个沙呀浪个沙哟一对那个鲤鱼是一对那个虾哟只见那个鲤鱼是来游着水呀不见那个小妹是来采那个花哟大河那个涨水那个沙呀浪个沙哟一对那个鲤鱼是一对那个虾哟只见那个鲤鱼是来游着水呀不见那个小妹是来采那个花哟大河那个涨水那个沙呀浪个沙哟一对那个鲤鱼是一对那个虾哟只见那个鲤鱼是来游着水呀不见那个小妹是来采那个花哟	云南	山歌
104	好花红	山里的山花为谁开 你翻山越岭为谁来 远望一片绿色的海 红花在海上开 山里的山花为谁开 羞答答等待情人来 山里的一首首老情歌哎~~~飘起来 我像那山花开 矗立在花海 等待那有情人 到我身边来呀 山歌浪声如海 像浪花排成排 山里花朵朵红 只等情郎为我摘 布依族民歌《好花红》 崔文玉编配 龚琳娜演唱 好花红来好花红，好花生在茨梨蓬， 好花生在茨梨树，哪朵向阳哪朵红。 隔河望见艳山红，七十二朵做一蓬， 想着哪朵摘哪朵，都是那个艳山红。 好久不到花坡来，朵朵鲜花遍坡开， 金花凋了还会有，情意去了不再来。 人教版八年级下册《好花红》歌词 好花红来好花红，好花生在茨梨蓬， 好花生在茨梨树，哪朵向阳哪朵红。 好花鲜来好花鲜，好花生在刺藜尖， 好花生在茨梨树，哪朵向阳哪朵鲜	贵州	山歌
105	摘菜调	清哎早起来， 轻轻把门开嘛 姐妹走出来，姐妹去摘菜 走哎进公社的菜园吗 哎呀亚货塞，哎呀亚货塞， 青呀青的青菜真是逗人爱， 清哎早起来， 轻轻把门开嘛， 姐妹走出来，姐妹去摘菜． 走哎进公社的菜园吗 哎呀亚货塞，哎呀亚货塞， 青呀青的青菜真是逗人爱， 青菜白菜韭菜菠菜黄瓜茄子莴笋辣椒 青菜白菜韭菜菠菜黄瓜茄子莴笋辣椒 哎呀七呀哎呀八呀， 哎呀七呀哎呀八呀， 哎呀 哎呀 意 耶 ， 吃也吃不完！	贵州	小调
106	飞向苗乡侗寨	阿西里西，阿西里西，丘都者那的丘都者，丘都拉迪丘都拉迪翁啊翁啊，（啊呀）丘都者马翁啊是翁。你爱游戏，我爱游戏，活活泼泼（呀）多有趣，我们大家我们大家快来快来（啊呀）都到草海捕鱼去。你也欢喜，我也欢喜，人人脸上（呀）笑嘻嘻，我们大家我们大家一齐一齐（啊呀）抬着鱼儿回家去。阿西里西，阿西里西，啊呀阿西里西阿西里西。	贵州	小调
107	茉莉花	"好一朵茉莉花好一朵茉莉花,满园花开香也香不过它。我有心采一朵戴,又怕看花的人儿骂。好一朵茉莉花,好一朵茉莉花,茉莉花开雪也白不过它。我有心采一朵戴,又怕旁人笑话。好一朵茉莉花,好一朵茉莉花满园花开比也比不过它我有心采一朵戴,又怕来年不发芽。"	江苏	小调
108	送情郎	我送郎哥一地毯　　毯中有一对好鸳鸯　　毯中鸳鸯成双对　　郎妹二人配成双 配成双　　我送郎哥二里塘　　荷花开在水中央　　粉红荷花绿叶配　　凉风吹来满池香 满池香　　我送郎哥三地潭　　一对鲤鱼水中藏　　鱼摇水来水摇鱼　　鱼水相连情意长 情意长	江苏	小调
109	采红菱	（男)我们俩划着船儿采红菱呀 采红菱 得呀得郎有心 得呀得妹有情 就好像两角菱 从来不分离呀 我俩一条心 (女)我们俩划着船儿采红菱呀 采红菱 得呀得妹有情 得呀得郎有心 就好像两角菱 也是同日生呀 我俩心相印 (男)划着船儿到湖心呀 你看呀嘿看分明 湖水清呀照双影 就好像两角菱 (女)划着船儿到湖心呀 你看呀嘿看分明 一个你一个我 就好像两角菱	江苏	小调
110	孟姜女	正月里来是新春，家家户户点红灯；人家丈夫团圆聚，孟姜女的丈夫造长城。二月里来暖洋洋，燕子双双到南方；燕巢造的端端正，对对成双歇黄梁。六月里来热难当，蚊子飞来嘴锋长；宁可盯我千口血，莫盯我夫万喜良。九月里来是重阳，家家饮酒菊花黄；满满斟来我不饮，毫无心绪赏重阳。冬月里来雪花飞，孟姜女千里送寒衣；前面乌鸦来领路，走到长城冷凄凄。腊月里来过年忙，家家户户祭祖先；人家都有猪羊杀，孟姜女家中空荡荡。	江苏	小调
111	五月栽秧	五月里来，是秧插，村村栽秧，忙又忙。哎......十八个姑娘，来拔秧啊，十八双秧篮呀，满满装啊。十八个哥哥，来挑秧，十八个姑娘，来呀栽秧，哎......巧手栽下千株苗哇，精心育出呀，万担粮啊。哎，呜哎，哎呜哎，哎呜哎，哎呜哎，咦来......巧手栽下，千种苗哇，精心育出呀，万担粮啊。哎，哎......	江苏	小调
112	秦淮景	我有一段情呀 唱给诸公听 诸公各位 静呀静静心呀 让我来 唱一支秦淮景呀 细细呀 道来 唱给诸公听呀 秦淮缓缓流呀 盘古到如今 江南锦绣 金陵风雅情呀 瞻园里 堂阔宇深呀 白鹭洲 水涟涟 世外桃源呀	江苏	小调
113	月儿弯弯照九州	月儿弯弯照九洲几家有欢乐几家愁几家高楼饮美酒几家流落在街头月儿弯弯照九洲几家有欢乐几家愁几家高楼饮美酒几家流落在呀嘛在街头咿呀呀子喂声声叫不平何时才能消我的那心头恨月儿弯弯照九洲几家有欢乐几家愁几家高楼饮美酒几家流落在呀嘛在街头咿呀呀子喂声声叫不平何时才能消我的那心头恨何时才能消我的那心头恨	江苏	小调
114	九九艳阳天	九九那个艳阳天来哟十八岁的哥哥呀坐在河边东风呀吹得那个风车转呀蚕豆花儿香呀麦苗儿鲜风车呀风车依呀呀地唱小哥哥为什么呀不开言九九那个艳阳天来哟十八岁的哥哥想把那军来参风车呀跟着呀跟着那个东风转哥哥惦记着小英莲风向呀不定车难转决心没有下呀怎么开言九九那个艳阳天来哟十八岁的哥哥呀告诉小英莲这一去翻山又过海这一去三年二载不回还这一去呀枪如林弹如雨这一去革命胜利再相见东风吹呀麦苗鲜风车转呀不停唱哎九九那个艳阳天来哟十八岁的哥哥呀告诉小英莲哪怕你（我）一去呀千万里呀哪怕你（我）十年八载呀不回还只要你不把我英莲（哥哥）忘等待我胸佩红花回家转	江苏	小调
115	数鸭蛋	一只鸭子一张嘴呀，两只那个眼睛两条腿。 走起路来两边摆呀，摆到那个池塘水当中。 呱、呱，咿咋咋来，呱、呱，咿咋咋来， 呱来呱去不成双啦，咿咋咋来，咿咋咋来。 小小鸭蛋两头光呀，什么人收来上炕坊？ 孵上一个黄鸭子呐，大鹰刁在去头上。 呱、呱，咿咋咋来，呱、呱，咿咋咋来， 呱来呱去不成双啦，咿咋咋来，咿咋咋来。	江苏	小调
116	紫竹调	"一根紫竹直苗苗， 送也吾郎做管箫。 箫儿对着口， 口儿对着箫， 箫中吹出鲜花调。 问郎君呀，这管箫儿好不好？ 问郎君呀，这管箫儿好不好？ 小小鲤鱼粉红鳃， 上江游到下江来, 头摇尾巴摆， 头摇尾巴摆， 我手执钓杆钓将起来. 我个小乖乖, 清水游去混水里来. 我个小乖乖, 清水游去混水里来。"	江苏	小调
117	秧歌号子	我记得在家做姑娘，太阳不出我不起床，现在到人家做媳妇呀，窗户不亮就要忙。我鸡喊头遍烧早饭，我鸡喊二遍俏梳妆，我鸡喊三遍就挑水……	江苏	号子
118	无锡景	我有一段情呀，唱拨拉诸公听。诸公各位静呀静静心呀，让我（么）唱一只无锡景呀，细细（那）到到（么），唱拨拉诸公听。小小无锡城呀，盘古到如今，东南西北共有四城门呀，一到（仔）民国初年份呀，新造（那个）一座（么），光（呀）光复门呀。无锡去来往呀，火车真便当。通运桥堍下全是大栈房呀；栈房里修饰得蛮清爽呀，热闹（那个）市面（么），像呀像申江呀。春天去游玩呀，顶好是梅园。顶顶遐意坐只汽油船呀；梅园（么）靠牢到太湖边呀，满园（那个）梅树（么），真呀真奇观呀。天下第二泉呀，惠山脚半边，泉水纯净茶叶泡香片呀；锡山（么）相对那惠泉山呀，山脚下两半边，开个泥人店呀。	江苏	小调
119	采茶舞曲	溪水清清溪水长， 溪水两岸好呀么好风光。 哥哥呀， 你上畈下畈勤插秧。 妹妹呀， 你东山西山采茶忙。 插秧插得喜洋洋， 采茶采得心花放。 插得秧来匀又快啊， 采得茶来满山香。 你追我赶不怕累， 敢与老天争春光， 啊争呀么争春光。 左采茶来 右采茶， 双手两面一起下。 一手先来 一手后， 好比那 两只公鸡争米上又下啊。 两个茶蒌两旁挂， 两手采茶要分家。 摘了一会停一下， 头不晕来眼不花。 多又多来快又快， 年年丰收龙井茶。	浙江	小调
120	对鸟	吤呣飞过青又青哎吤呣飞过打铜铃哦吤呣飞过红加绿吤砪飞过抹把胭脂哎搽嘴唇哦青翠飞过青又青哎白鸽飞过打铜铃哦尖嘴鸟飞过红夹绿长尾巴汀飞过抹把胭脂哎搽嘴唇哦青翠飞过青又青哎白鸽飞过打铜铃哦尖嘴鸟飞过红加绿长尾巴汀飞过抹把胭脂哎搽嘴唇哦青翠飞过青又青哎白鸽飞过打铜铃哦尖嘴鸟飞过红夹绿长尾巴汀飞过抹把胭脂哎搽嘴唇哦吤呣飞过青又青哎吤呣飞过打铜铃哦吤呣飞过红加绿吤砪飞过抹把胭脂哎搽嘴唇哦	浙江	山歌
121	梁山伯与祝英台	碧草青青花盛开彩蝶双双久徘徊千古传颂生生爱山伯永恋祝英台同窗共读整三载促膝并肩两无猜十八相送情切切谁知一别在楼台楼台一别恨如海泪染双翅身化彩蝶翩翩花丛来历尽磨难真情在天长地久不分开	浙江	小调
122	蘑菇头号	哈腰挂嘿挂上坡来么嘿嘿张腰么嘿嘿哈哈嘿往前走哇嘿前拉后推嘿哥几个不要嘿吆呵呵嘿前拐后甩嘛嘿哈腰撂下嘛嘿	浙江	号子
123	浏阳河	浏阳河弯过了几道弯几十里水路到湘江江边有个什么县那出了个什么人领导人民得解放呀伊呀伊子哟浏阳河弯过了九道弯五十里水路到湘江江边有个湘潭县那出了个毛主席领导人民得解放呀伊呀伊子哟毛主席像太阳他指引着人民前进的方向我们永远跟着毛主席哎幸福的日子万年长啊依呀依子哟幸福的日子万年长啊依呀依子哟	湖南	其他
124	刘海砍樵	我这里将海哥好有一比呀！ 胡大姐 哎 我的妻 啊 你把我比作什么人罗！ 我把你比牛郎 不差毫分哪 那我就比不上罗！ 你比他还有多哇 胡大姐你是我的妻罗 刘海哥你是我的夫哇 胡大姐你随着我来走罗 刘海哥你带路往前行哪 走哇 行哪 走哇 行哪 得儿来得儿来得儿来哎哎哎 我这里将大姐也有一比呀 刘海哥 哎 我的夫 啊 你把我比作什么人 我把你比织女 不差毫分哪 那我就比不上哪！ 我看你硬严像着她罗 刘海哥你是我的夫哇 胡大姐你是我的妻罗 海哥哥你带路往前行哇 我的妻你随着我来行哪 走哇 行罗 走哇 行罗 合 得儿来得儿来得儿来哎哎哎	湖南	小调
125	洗菜心	奴在绣房中 绣啊花绫啦啊 忽听得我的妈妈娘 叫奴一声 她叫妹子洗菜心啦啊 嗦拉依子郎当郎得儿 嗦 她叫妹子洗菜心啦啊 小妹子下河 下河洗呀菜心啦啊 丢哒一杂戒箍子 一钱八九分 丢得奴家好伤啊心啦啊 嗦拉依子郎当郎得儿 嗦 丢得奴家好痴呀情啦啊 哪一位年少的哥哥啊 捡了奴的戒箍子啦啊 我许他的烧酒有大半斤 还有瓜子和落花生啦啊 嗦拉依子郎当郎得儿 嗦 小妹子与他结为哟婚啦啊 嗦拉依子郎当郎得儿 嗦 小妹子与他结为哟婚啦啊 小妹子与他结为哟婚啦啊 小妹子与他结为哟 婚啦啊	湖南	小调
126	小背篓	小背篓晃悠悠笑声中妈妈把我背下了吊脚楼头一回幽幽深山中尝呀野果哟头一回清清溪水边洗呀小手哟头一回赶场逛了山里的大世界头一回下到河滩里我看了赛龙舟哟啊啊--哟啊啊童年的岁月难忘妈妈的小背篓小背篓圆溜溜歌声中妈妈把我背下了吊脚楼多少次外婆家里哟烧呀糍粑哟多少次听唱山歌哟在呀桥头哟多少次睡在背篓里尿湿了妈妈的背多少次爬出背篓来我光着脚丫走哟啊啊--哟啊啊童年的岁月难忘妈妈的小背篓多少欢乐多少爱多少思念多少情妈妈那回头的笑脸至今甜在我心头甜在我心头啊--啊--啊	湖南	山歌
127	四季花儿开	春季花儿开 花开是一朵来 一对呀的个阳雀哟 飞过的山儿来 飞呀 飞呀 飞过的山来看哪 看见那个桃花开呀 哥儿 哎 妹儿 哎 飞呀来就飞呀去就报春来 春季花儿开 夏季花儿开 花开是一朵来 一对呀的个斑鸠哟 飞呀过的山儿来 飞呀 飞呀 飞呀过的山来看哪 看见那个荷花开呀 妹儿 哎 哥儿 哎 咕咕咕咕咕咕咕咕逗人爱 夏季花儿开 秋季花儿开 花开是一朵来 一对呀的个鸽子哟 飞呀过的山儿来 飞呀过的山来看哪 看见那个菊花开呀 哥儿 哎 妹儿 哎 飞呀来就飞呀去就好自在 秋季花儿开 冬季花儿开 花开是一朵来 一对呀的个喜鹊哟 飞过的山儿来 飞呀 飞呀 飞呀过的山来看哪 看见那个梅花开呀 哥儿 哎 妹儿 哎 叽叽喳喳叽叽喳喳报喜来 冬季花儿开 叽叽喳喳叽叽喳喳报喜来 四季花儿开	湖南	小调
128	乡里妹子进城来	乡里妹子进城来，乡里妹子冇穿鞋，何不嫁到我城里去，上穿旗袍下穿鞋。城里伢子你莫笑我，我打赤脚好处多，上山挑得百斤担，下田拣得水田螺。乡里妹子进城来，肩挑手提路难捱，何不嫁到我城里去，出门三步有人抬。城里伢子你莫笑我，我打赤脚好处多，冇得田家勤耕种，冇吃冇穿冇法活。冇得田家勤耕种，冇吃冇穿冇法活。	湖南	小调
